EmployeeNumber,Department,JobRole,MonthlyIncome,PerformanceRating,YearsAtCompany,Bonus,Deductions,NetSalary,PerformanceScore,Deduction
1468,Research & Development,Research Director,13757.0,3.0,9.0,1375.7,687.85,14444.85,78.0,687.85
1469,Sales,Sales Executive,8463.0,3.0,5.0,846.3000000000001,423.15,8886.15,70.0,423.15000000000003
1471,Research & Development,Laboratory Technician,3162.0,3.0,5.0,316.20000000000005,158.10000000000002,3320.1,70.0,158.10000000000002
1472,Research & Development,Research Director,16598.0,3.0,9.0,1659.8000000000002,829.9000000000001,17427.899999999998,78.0,829.9000000000001
1473,Research & Development,Healthcare Representative,6651.0,3.0,3.0,665.1,332.55,6983.55,66.0,332.55
1474,Research & Development,Research Scientist,2345.0,3.0,3.0,234.5,117.25,2462.25,66.0,117.25
1475,Research & Development,Research Scientist,3420.0,3.0,5.0,342.0,171.0,3591.0,70.0,171.0
1477,Sales,Sales Executive,4373.0,3.0,4.0,437.3,218.65,4591.650000000001,68.0,218.65
1478,Sales,Sales Executive,4759.0,3.0,13.0,475.9,237.95,4996.95,86.0,237.95000000000002
1479,Sales,Sales Executive,5301.0,3.0,2.0,530.1,265.05,5566.05,64.0,265.05
1480,Research & Development,Laboratory Technician,3673.0,3.0,12.0,367.3,183.65,3856.65,84.0,183.65
1481,Sales,Sales Executive,4768.0,3.0,1.0,476.8,238.4,5006.400000000001,62.0,238.4
1482,Research & Development,Research Scientist,1274.0,3.0,1.0,127.4,63.7,1337.7,62.0,63.7
1483,Research & Development,Research Scientist,4900.0,4.0,12.0,490.0,245.0,5145.0,104.0,245.0
1484,Research & Development,Healthcare Representative,10466.0,3.0,8.0,1046.6,523.3000000000001,10989.300000000001,76.0,523.3000000000001
1485,Research & Development,Research Director,17007.0,3.0,14.0,1700.7,850.35,17857.350000000002,88.0,850.35
1486,Sales,Sales Representative,2909.0,3.0,3.0,290.90000000000003,145.45000000000002,3054.4500000000003,66.0,145.45000000000002
1487,Sales,Sales Executive,5765.0,3.0,5.0,576.5,288.25,6053.25,70.0,288.25
1489,Sales,Sales Executive,4599.0,4.0,15.0,459.9,229.95,4828.95,110.0,229.95000000000002
1492,Sales,Sales Representative,2404.0,3.0,1.0,240.4,120.2,2524.2000000000003,62.0,120.2
1494,Research & Development,Laboratory Technician,3172.0,3.0,0.0,317.20000000000005,158.60000000000002,3330.6,60.0,158.60000000000002
1495,Sales,Sales Representative,2033.0,3.0,1.0,203.3,101.65,2134.65,62.0,101.65
1496,Research & Development,Manufacturing Director,10209.0,3.0,2.0,1020.9,510.4500000000001,10719.449999999999,64.0,510.45000000000005
1497,Sales,Sales Executive,8620.0,3.0,10.0,862.0,431.0,9051.0,80.0,431.0
1499,Human Resources,Human Resources,2064.0,4.0,5.0,206.4,103.2,2167.2000000000003,90.0,103.2
1501,Research & Development,Healthcare Representative,4035.0,3.0,3.0,403.5,201.75,4236.75,66.0,201.75
1502,Research & Development,Laboratory Technician,3838.0,3.0,5.0,383.8,191.9,4029.9,70.0,191.9
1503,Sales,Sales Executive,4591.0,3.0,5.0,459.1,229.55,4820.55,70.0,229.55
1504,Research & Development,Laboratory Technician,2561.0,3.0,0.0,256.1,128.05,2689.0499999999997,60.0,128.05
1506,Research & Development,Research Scientist,1563.0,3.0,1.0,156.3,78.15,1641.1499999999999,62.0,78.15
1507,Sales,Sales Executive,4898.0,3.0,4.0,489.8,244.9,5142.900000000001,68.0,244.9
1509,Research & Development,Laboratory Technician,4789.0,4.0,3.0,478.9,239.45,5028.45,86.0,239.45000000000002
1513,Research & Development,Laboratory Technician,3180.0,3.0,3.0,318.0,159.0,3339.0,66.0,159.0
1514,Research & Development,Manufacturing Director,6549.0,3.0,8.0,654.9000000000001,327.45000000000005,6876.45,76.0,327.45000000000005
1515,Research & Development,Healthcare Representative,6388.0,3.0,0.0,638.8000000000001,319.40000000000003,6707.400000000001,60.0,319.40000000000003
1516,Research & Development,Manager,11244.0,4.0,5.0,1124.4,562.2,11806.199999999999,90.0,562.2
1520,Research & Development,Manager,16032.0,4.0,14.0,1603.2,801.6,16833.600000000002,108.0,801.6
1522,Research & Development,Research Scientist,2362.0,3.0,9.0,236.2,118.1,2480.1,78.0,118.10000000000001
1523,Research & Development,Research Director,16328.0,3.0,20.0,1632.8000000000002,816.4000000000001,17144.399999999998,100.0,816.4000000000001
1525,Research & Development,Manufacturing Director,8376.0,3.0,2.0,837.6,418.8,8794.800000000001,64.0,418.8
1527,Sales,Manager,16606.0,3.0,13.0,1660.6,830.3000000000001,17436.3,86.0,830.3000000000001
1529,Research & Development,Healthcare Representative,8606.0,3.0,11.0,860.6,430.3,9036.300000000001,82.0,430.3
1533,Research & Development,Laboratory Technician,2272.0,3.0,4.0,227.2,113.6,2385.6,68.0,113.60000000000001
1534,Research & Development,Laboratory Technician,2018.0,3.0,5.0,201.8,100.9,2118.9,70.0,100.9
1535,Sales,Sales Executive,7083.0,3.0,10.0,708.3000000000001,354.15000000000003,7437.150000000001,80.0,354.15000000000003
1537,Research & Development,Research Scientist,4084.0,3.0,7.0,408.4,204.2,4288.2,74.0,204.20000000000002
1539,Research & Development,Research Director,14411.0,3.0,32.0,1441.1,720.5500000000001,15131.550000000001,124.0,720.5500000000001
1541,Sales,Sales Representative,2308.0,4.0,11.0,230.8,115.4,2423.4,102.0,115.4
1542,Research & Development,Laboratory Technician,4841.0,3.0,1.0,484.1,242.05,5083.05,62.0,242.05
1543,Research & Development,Research Scientist,4285.0,3.0,10.0,428.5,214.25,4499.25,80.0,214.25
1544,Research & Development,Healthcare Representative,9715.0,3.0,7.0,971.5,485.75,10200.75,74.0,485.75
1545,Research & Development,Manufacturing Director,4320.0,3.0,5.0,432.0,216.0,4536.0,70.0,216.0
1546,Research & Development,Research Scientist,2132.0,4.0,5.0,213.2,106.6,2238.6,90.0,106.60000000000001
1547,Research & Development,Healthcare Representative,10124.0,3.0,20.0,1012.4,506.2000000000001,10630.199999999999,100.0,506.20000000000005
1548,Sales,Sales Executive,5473.0,3.0,8.0,547.3000000000001,273.65000000000003,5746.650000000001,76.0,273.65000000000003
1549,Research & Development,Laboratory Technician,5207.0,3.0,15.0,520.7,260.35,5467.349999999999,90.0,260.35
1550,Human Resources,Manager,16437.0,4.0,21.0,1643.7,821.85,17258.850000000002,122.0,821.85
1551,Research & Development,Laboratory Technician,2296.0,3.0,1.0,229.6,114.8,2410.7999999999997,62.0,114.80000000000001
1552,Research & Development,Healthcare Representative,4069.0,3.0,2.0,406.9,203.45,4272.45,64.0,203.45000000000002
1553,Research & Development,Healthcare Representative,7441.0,3.0,10.0,744.1,372.05,7813.05,80.0,372.05
1554,Sales,Sales Representative,2430.0,4.0,5.0,243.0,121.5,2551.5,90.0,121.5
1555,Research & Development,Research Scientist,5878.0,3.0,7.0,587.8000000000001,293.90000000000003,6171.900000000001,74.0,293.90000000000003
1556,Sales,Sales Representative,2644.0,4.0,3.0,264.40000000000003,132.20000000000002,2776.2000000000003,86.0,132.20000000000002
1557,Sales,Sales Executive,6439.0,3.0,8.0,643.9000000000001,321.95000000000005,6760.95,76.0,321.95000000000005
1558,Research & Development,Research Scientist,2451.0,3.0,1.0,245.1,122.55,2573.5499999999997,62.0,122.55000000000001
1560,Sales,Sales Executive,6392.0,3.0,2.0,639.2,319.6,6711.599999999999,64.0,319.6
1562,Sales,Sales Executive,9714.0,3.0,10.0,971.4,485.7000000000001,10199.699999999999,80.0,485.70000000000005
1563,Human Resources,Human Resources,6077.0,3.0,6.0,607.7,303.85,6380.849999999999,72.0,303.85
1564,Research & Development,Laboratory Technician,2450.0,3.0,3.0,245.0,122.5,2572.5,66.0,122.5
1568,Sales,Sales Executive,9250.0,3.0,4.0,925.0,462.5,9712.5,68.0,462.5
1569,Research & Development,Laboratory Technician,2074.0,3.0,1.0,207.4,103.7,2177.7000000000003,62.0,103.7
1572,Research & Development,Manufacturing Director,10169.0,3.0,33.0,1016.9,508.4500000000001,10677.449999999999,126.0,508.45000000000005
1573,Research & Development,Manufacturing Director,4855.0,3.0,5.0,485.5,242.75,5097.75,70.0,242.75
1574,Research & Development,Research Scientist,4087.0,3.0,6.0,408.7000000000001,204.35,4291.349999999999,72.0,204.35000000000002
1576,Research & Development,Research Scientist,2367.0,3.0,8.0,236.7,118.35,2485.35,76.0,118.35000000000001
1577,Research & Development,Research Scientist,2972.0,3.0,1.0,297.2,148.6,3120.6,62.0,148.6
1578,Sales,Manager,19586.0,4.0,36.0,1958.6,979.3,20565.3,152.0,979.3000000000001
1580,Research & Development,Research Scientist,5484.0,3.0,2.0,548.4,274.2,5758.2,64.0,274.2
1581,Research & Development,Research Scientist,2061.0,4.0,1.0,206.1,103.05,2164.0499999999997,82.0,103.05000000000001
1582,Sales,Sales Executive,9924.0,3.0,9.0,992.4,496.2000000000001,10420.199999999999,78.0,496.20000000000005
1583,Sales,Sales Executive,4198.0,3.0,3.0,419.8,209.9,4407.900000000001,66.0,209.9
1585,Sales,Sales Executive,6815.0,3.0,1.0,681.5,340.75,7155.75,62.0,340.75
1586,Research & Development,Laboratory Technician,4723.0,3.0,10.0,472.3,236.15,4959.150000000001,80.0,236.15
1587,Research & Development,Healthcare Representative,6142.0,3.0,5.0,614.2,307.1,6449.099999999999,70.0,307.1
1588,Sales,Sales Executive,8237.0,3.0,7.0,823.7,411.85,8648.85,74.0,411.85
1590,Research & Development,Healthcare Representative,8853.0,3.0,6.0,885.3000000000001,442.65,9295.65,72.0,442.65000000000003
1591,Sales,Manager,19331.0,3.0,1.0,1933.1,966.55,20297.55,62.0,966.5500000000001
1592,Research & Development,Research Scientist,2073.0,3.0,2.0,207.3,103.65,2176.65,64.0,103.65
1594,Research & Development,Laboratory Technician,5562.0,3.0,3.0,556.2,278.1,5840.099999999999,66.0,278.1
1595,Research & Development,Manager,19613.0,4.0,1.0,1961.3,980.65,20593.649999999998,82.0,980.6500000000001
1596,Research & Development,Laboratory Technician,3407.0,3.0,10.0,340.70000000000005,170.35000000000002,3577.35,80.0,170.35000000000002
1597,Research & Development,Healthcare Representative,5063.0,3.0,8.0,506.3,253.15,5316.150000000001,76.0,253.15
1598,Sales,Sales Executive,4639.0,3.0,5.0,463.9,231.95,4870.95,70.0,231.95000000000002
1599,Research & Development,Laboratory Technician,4876.0,3.0,6.0,487.6,243.8,5119.8,72.0,243.8
1601,Research & Development,Laboratory Technician,2690.0,3.0,1.0,269.0,134.5,2824.5,62.0,134.5
1602,Sales,Manager,17567.0,3.0,26.0,1756.7,878.35,18445.350000000002,112.0,878.35
1604,Research & Development,Laboratory Technician,2408.0,3.0,1.0,240.8,120.4,2528.4,62.0,120.4
1605,Research & Development,Research Scientist,2814.0,3.0,4.0,281.40000000000003,140.70000000000002,2954.7000000000003,68.0,140.70000000000002
1606,Research & Development,Healthcare Representative,11245.0,3.0,30.0,1124.5,562.25,11807.25,120.0,562.25
1607,Research & Development,Research Scientist,3312.0,3.0,3.0,331.20000000000005,165.60000000000002,3477.6,66.0,165.60000000000002
1608,Research & Development,Research Director,19049.0,3.0,22.0,1904.9,952.45,20001.45,104.0,952.45
1609,Research & Development,Research Scientist,2141.0,3.0,6.0,214.1,107.05,2248.0499999999997,72.0,107.05000000000001
1611,Research & Development,Laboratory Technician,5769.0,3.0,10.0,576.9,288.45,6057.45,80.0,288.45
1612,Sales,Sales Executive,4385.0,3.0,10.0,438.5,219.25,4604.25,80.0,219.25
1613,Sales,Sales Executive,5332.0,3.0,5.0,533.2,266.6,5598.599999999999,70.0,266.6
1614,Research & Development,Manufacturing Director,4663.0,3.0,3.0,466.3,233.15,4896.150000000001,66.0,233.15
1615,Research & Development,Manufacturing Director,4724.0,3.0,9.0,472.4,236.2,4960.2,78.0,236.20000000000002
1617,Research & Development,Laboratory Technician,3211.0,3.0,9.0,321.1,160.55,3371.5499999999997,78.0,160.55
1618,Research & Development,Manufacturing Director,5377.0,3.0,7.0,537.7,268.85,5645.849999999999,74.0,268.85
1619,Research & Development,Laboratory Technician,4066.0,3.0,7.0,406.6,203.3,4269.3,74.0,203.3
1621,Research & Development,Research Scientist,5208.0,3.0,16.0,520.8000000000001,260.40000000000003,5468.400000000001,92.0,260.40000000000003
1622,Research & Development,Manufacturing Director,4877.0,4.0,5.0,487.7000000000001,243.85,5120.849999999999,90.0,243.85000000000002
1623,Research & Development,Research Scientist,3117.0,3.0,2.0,311.70000000000005,155.85000000000002,3272.85,64.0,155.85000000000002
1624,Sales,Sales Representative,1569.0,3.0,0.0,156.9,78.45,1647.45,60.0,78.45
1625,Human Resources,Manager,19658.0,3.0,5.0,1965.8,982.9,20640.899999999998,70.0,982.9000000000001
1627,Research & Development,Laboratory Technician,3069.0,3.0,10.0,306.90000000000003,153.45000000000002,3222.4500000000003,80.0,153.45000000000002
1628,Research & Development,Manufacturing Director,10435.0,3.0,18.0,1043.5,521.75,10956.75,96.0,521.75
1630,Research & Development,Healthcare Representative,4148.0,3.0,14.0,414.8,207.4,4355.400000000001,88.0,207.4
1631,Research & Development,Manufacturing Director,5768.0,3.0,4.0,576.8000000000001,288.40000000000003,6056.400000000001,68.0,288.40000000000003
1633,Research & Development,Manufacturing Director,5042.0,3.0,9.0,504.2000000000001,252.1,5294.099999999999,78.0,252.10000000000002
1635,Research & Development,Manufacturing Director,5770.0,3.0,10.0,577.0,288.5,6058.5,80.0,288.5
1638,Research & Development,Manufacturing Director,7756.0,3.0,5.0,775.6,387.8,8143.8,70.0,387.8
1639,Sales,Sales Executive,10306.0,3.0,13.0,1030.6,515.3000000000001,10821.300000000001,86.0,515.3000000000001
1640,Research & Development,Research Scientist,3936.0,3.0,8.0,393.6,196.8,4132.8,76.0,196.8
1641,Research & Development,Manufacturing Director,7945.0,3.0,4.0,794.5,397.25,8342.25,68.0,397.25
1642,Human Resources,Human Resources,5743.0,3.0,10.0,574.3000000000001,287.15000000000003,6030.150000000001,80.0,287.15000000000003
1644,Research & Development,Manager,15202.0,4.0,2.0,1520.2,760.1,15962.1,84.0,760.1
1645,Sales,Sales Executive,5440.0,3.0,2.0,544.0,272.0,5712.0,64.0,272.0
1646,Research & Development,Research Scientist,3760.0,3.0,6.0,376.0,188.0,3948.0,72.0,188.0
1647,Research & Development,Research Scientist,3517.0,3.0,3.0,351.70000000000005,175.85000000000002,3692.85,66.0,175.85000000000002
1648,Research & Development,Research Scientist,2580.0,3.0,4.0,258.0,129.0,2709.0,68.0,129.0
1649,Research & Development,Laboratory Technician,2166.0,3.0,4.0,216.6,108.3,2274.2999999999997,68.0,108.30000000000001
1650,Sales,Sales Executive,5869.0,3.0,5.0,586.9,293.45,6162.45,70.0,293.45
1651,Research & Development,Healthcare Representative,8008.0,3.0,3.0,800.8000000000001,400.4,8408.4,66.0,400.40000000000003
1653,Research & Development,Manufacturing Director,5206.0,3.0,7.0,520.6,260.3,5466.3,74.0,260.3
1654,Research & Development,Manufacturing Director,5295.0,4.0,5.0,529.5,264.75,5559.75,90.0,264.75
1655,Research & Development,Research Director,16413.0,3.0,4.0,1641.3000000000002,820.6500000000001,17233.649999999998,68.0,820.6500000000001
1656,Research & Development,Research Director,13269.0,3.0,14.0,1326.9,663.45,13932.449999999999,88.0,663.45
1657,Sales,Sales Representative,2783.0,3.0,2.0,278.3,139.15,2922.15,64.0,139.15
1658,Research & Development,Research Scientist,5433.0,3.0,11.0,543.3000000000001,271.65000000000003,5704.650000000001,82.0,271.65000000000003
1659,Research & Development,Laboratory Technician,2013.0,3.0,4.0,201.3,100.65,2113.65,68.0,100.65
1661,Research & Development,Healthcare Representative,13966.0,3.0,15.0,1396.6,698.3000000000001,14664.300000000001,90.0,698.3000000000001
1662,Research & Development,Manufacturing Director,4374.0,3.0,3.0,437.4,218.7,4592.7,66.0,218.70000000000002
1664,Research & Development,Healthcare Representative,6842.0,4.0,5.0,684.2,342.1,7184.099999999999,90.0,342.1
1665,Research & Development,Manager,17426.0,4.0,10.0,1742.6,871.3000000000001,18297.3,100.0,871.3000000000001
1666,Research & Development,Research Director,17603.0,4.0,14.0,1760.3000000000002,880.1500000000001,18483.149999999998,108.0,880.1500000000001
1667,Sales,Sales Executive,4581.0,4.0,11.0,458.1,229.05,4810.05,102.0,229.05
1668,Research & Development,Research Scientist,4735.0,3.0,13.0,473.5,236.75,4971.75,86.0,236.75
1669,Sales,Sales Executive,4187.0,3.0,10.0,418.7000000000001,209.35,4396.349999999999,80.0,209.35000000000002
1670,Sales,Sales Executive,5505.0,3.0,6.0,550.5,275.25,5780.25,72.0,275.25
1671,Research & Development,Research Scientist,5470.0,3.0,9.0,547.0,273.5,5743.5,78.0,273.5
1673,Sales,Sales Executive,5476.0,3.0,10.0,547.6,273.8,5749.8,80.0,273.8
1674,Research & Development,Laboratory Technician,2587.0,3.0,2.0,258.7,129.35,2716.35,64.0,129.35
1675,Research & Development,Laboratory Technician,2440.0,4.0,4.0,244.0,122.0,2562.0,88.0,122.0
1676,Sales,Manager,15972.0,3.0,3.0,1597.2,798.6,16770.600000000002,66.0,798.6
1677,Research & Development,Manager,15379.0,3.0,8.0,1537.9,768.95,16147.95,76.0,768.95
1678,Sales,Sales Executive,7082.0,3.0,2.0,708.2,354.1,7436.099999999999,64.0,354.1
1680,Sales,Sales Representative,2728.0,3.0,2.0,272.8,136.4,2864.4,64.0,136.4
1681,Sales,Sales Executive,5368.0,4.0,6.0,536.8000000000001,268.40000000000003,5636.400000000001,92.0,268.40000000000003
1682,Research & Development,Healthcare Representative,5347.0,3.0,3.0,534.7,267.35,5614.349999999999,66.0,267.35
1683,Human Resources,Human Resources,3195.0,3.0,2.0,319.5,159.75,3354.75,64.0,159.75
1684,Research & Development,Laboratory Technician,3989.0,3.0,5.0,398.9,199.45,4188.45,70.0,199.45000000000002
1687,Research & Development,Laboratory Technician,3306.0,3.0,0.0,330.6,165.3,3471.2999999999997,60.0,165.3
1689,Research & Development,Healthcare Representative,7005.0,3.0,4.0,700.5,350.25,7355.25,68.0,350.25
1691,Sales,Sales Representative,2655.0,3.0,9.0,265.5,132.75,2787.75,78.0,132.75
1692,Research & Development,Laboratory Technician,1393.0,3.0,1.0,139.3,69.65,1462.6499999999999,62.0,69.65
1693,Research & Development,Laboratory Technician,2570.0,4.0,7.0,257.0,128.5,2698.5,94.0,128.5
1694,Research & Development,Research Scientist,3537.0,3.0,4.0,353.70000000000005,176.85000000000002,3713.85,68.0,176.85000000000002
1696,Research & Development,Laboratory Technician,3986.0,3.0,15.0,398.6,199.3,4185.3,90.0,199.3
1697,Research & Development,Healthcare Representative,10883.0,4.0,1.0,1088.3,544.15,11427.15,82.0,544.15
1698,Research & Development,Laboratory Technician,2028.0,3.0,14.0,202.8,101.4,2129.4,88.0,101.4
1700,Sales,Sales Executive,9525.0,3.0,6.0,952.5,476.25,10001.25,72.0,476.25
1701,Research & Development,Research Scientist,2929.0,3.0,10.0,292.90000000000003,146.45000000000002,3075.4500000000003,80.0,146.45000000000002
1702,Sales,Sales Representative,2275.0,4.0,3.0,227.5,113.75,2388.75,86.0,113.75
1703,Research & Development,Healthcare Representative,7879.0,3.0,8.0,787.9000000000001,393.9500000000001,8272.949999999999,76.0,393.95000000000005
1704,Research & Development,Research Scientist,4930.0,3.0,5.0,493.0,246.5,5176.5,70.0,246.5
1706,Sales,Sales Executive,7847.0,3.0,10.0,784.7,392.35,8239.35,80.0,392.35
1707,Research & Development,Research Scientist,4401.0,3.0,5.0,440.1,220.05,4621.05,70.0,220.05
1708,Sales,Sales Executive,9241.0,3.0,10.0,924.1,462.05,9703.050000000001,80.0,462.05
1709,Research & Development,Laboratory Technician,2974.0,3.0,5.0,297.40000000000003,148.70000000000002,3122.7000000000003,70.0,148.70000000000002
1710,Sales,Sales Representative,4502.0,3.0,13.0,450.2000000000001,225.1,4727.099999999999,86.0,225.10000000000002
1712,Research & Development,Healthcare Representative,10748.0,4.0,23.0,1074.8,537.4,11285.4,126.0,537.4
1714,Human Resources,Human Resources,1555.0,3.0,1.0,155.5,77.75,1632.75,62.0,77.75
1716,Sales,Sales Executive,12936.0,3.0,23.0,1293.6,646.8000000000001,13582.800000000001,106.0,646.8000000000001
1718,Research & Development,Laboratory Technician,2305.0,3.0,3.0,230.5,115.25,2420.25,66.0,115.25
1719,Research & Development,Research Director,16704.0,3.0,21.0,1670.4,835.2,17539.2,102.0,835.2
1720,Research & Development,Research Scientist,3433.0,3.0,5.0,343.3,171.65,3604.65,70.0,171.65
1721,Research & Development,Laboratory Technician,3477.0,3.0,5.0,347.70000000000005,173.85000000000002,3650.85,70.0,173.85000000000002
1722,Human Resources,Human Resources,6430.0,3.0,3.0,643.0,321.5,6751.5,66.0,321.5
1724,Research & Development,Manufacturing Director,6516.0,3.0,1.0,651.6,325.8,6841.8,62.0,325.8
1725,Research & Development,Laboratory Technician,3907.0,3.0,6.0,390.7000000000001,195.35,4102.349999999999,72.0,195.35000000000002
1727,Research & Development,Healthcare Representative,5562.0,3.0,10.0,556.2,278.1,5840.099999999999,80.0,278.1
1728,Research & Development,Manufacturing Director,6883.0,3.0,7.0,688.3000000000001,344.15000000000003,7227.150000000001,74.0,344.15000000000003
1729,Research & Development,Research Scientist,2862.0,3.0,10.0,286.2,143.1,3005.1,80.0,143.1
1731,Sales,Sales Executive,4978.0,3.0,1.0,497.8,248.9,5226.900000000001,62.0,248.9
1732,Sales,Sales Executive,10368.0,3.0,10.0,1036.8,518.4,10886.4,80.0,518.4
1733,Sales,Sales Executive,6134.0,3.0,2.0,613.4,306.7,6440.7,64.0,306.7
1734,Sales,Sales Executive,6735.0,3.0,0.0,673.5,336.75,7071.75,60.0,336.75
1735,Research & Development,Laboratory Technician,3295.0,3.0,3.0,329.5,164.75,3459.75,66.0,164.75
1736,Research & Development,Manufacturing Director,5238.0,4.0,5.0,523.8000000000001,261.90000000000003,5499.900000000001,90.0,261.90000000000003
1737,Research & Development,Laboratory Technician,6472.0,3.0,9.0,647.2,323.6,6795.599999999999,78.0,323.6
1739,Sales,Sales Executive,9610.0,3.0,4.0,961.0,480.5,10090.5,68.0,480.5
1740,Sales,Manager,19833.0,3.0,21.0,1983.3,991.65,20824.649999999998,102.0,991.6500000000001
1744,Human Resources,Human Resources,9756.0,4.0,5.0,975.6,487.8,10243.800000000001,90.0,487.8
1745,Research & Development,Research Scientist,4968.0,3.0,9.0,496.8,248.4,5216.400000000001,78.0,248.4
1746,Human Resources,Human Resources,2145.0,3.0,2.0,214.5,107.25,2252.25,64.0,107.25
1747,Human Resources,Human Resources,2180.0,3.0,4.0,218.0,109.0,2289.0,68.0,109.0
1749,Sales,Sales Executive,8346.0,3.0,5.0,834.6,417.3,8763.300000000001,70.0,417.3
1751,Research & Development,Research Scientist,3445.0,3.0,6.0,344.5,172.25,3617.25,72.0,172.25
1752,Sales,Sales Representative,2760.0,3.0,2.0,276.0,138.0,2898.0,64.0,138.0
1753,Research & Development,Healthcare Representative,6294.0,3.0,3.0,629.4000000000001,314.70000000000005,6608.7,66.0,314.70000000000005
1754,Sales,Sales Executive,7140.0,3.0,7.0,714.0,357.0,7497.0,74.0,357.0
1755,Research & Development,Research Scientist,2932.0,3.0,5.0,293.2,146.6,3078.6,70.0,146.6
1756,Sales,Sales Executive,5147.0,3.0,11.0,514.7,257.35,5404.349999999999,82.0,257.35
1757,Sales,Sales Executive,4507.0,3.0,5.0,450.7000000000001,225.35,4732.349999999999,70.0,225.35000000000002
1758,Sales,Sales Executive,8564.0,4.0,0.0,856.4000000000001,428.2000000000001,8992.199999999999,80.0,428.20000000000005
1760,Research & Development,Laboratory Technician,2468.0,3.0,6.0,246.8,123.4,2591.4,72.0,123.4
1761,Sales,Sales Executive,8161.0,3.0,1.0,816.1,408.05,8569.050000000001,62.0,408.05
1762,Research & Development,Research Scientist,2109.0,3.0,1.0,210.9,105.45,2214.4500000000003,62.0,105.45
1763,Research & Development,Healthcare Representative,5294.0,3.0,7.0,529.4,264.7,5558.7,74.0,264.7
1764,Research & Development,Research Scientist,2718.0,3.0,7.0,271.8,135.9,2853.9,74.0,135.9
1766,Research & Development,Healthcare Representative,5811.0,3.0,1.0,581.1,290.55,6101.55,62.0,290.55
1767,Research & Development,Research Scientist,2437.0,3.0,1.0,243.7,121.85,2558.85,62.0,121.85000000000001
1768,Research & Development,Laboratory Technician,2766.0,4.0,5.0,276.6,138.3,2904.2999999999997,90.0,138.3
1770,Research & Development,Research Director,19038.0,3.0,1.0,1903.8,951.9,19989.899999999998,62.0,951.9000000000001
1771,Research & Development,Research Scientist,3055.0,3.0,9.0,305.5,152.75,3207.75,78.0,152.75
1772,Research & Development,Laboratory Technician,2289.0,4.0,5.0,228.9,114.45,2403.4500000000003,90.0,114.45
1774,Sales,Sales Executive,4001.0,3.0,15.0,400.1,200.05,4201.05,90.0,200.05
1775,Research & Development,Manufacturing Director,12965.0,4.0,3.0,1296.5,648.25,13613.25,86.0,648.25
1778,Human Resources,Human Resources,3539.0,3.0,9.0,353.90000000000003,176.95000000000002,3715.9500000000003,78.0,176.95000000000002
1779,Sales,Sales Executive,6029.0,3.0,2.0,602.9,301.45,6330.45,64.0,301.45
1780,Sales,Sales Representative,2679.0,3.0,1.0,267.90000000000003,133.95000000000002,2812.9500000000003,62.0,133.95000000000002
1782,Research & Development,Laboratory Technician,3702.0,3.0,5.0,370.2000000000001,185.1,3887.1000000000004,70.0,185.10000000000002
1783,Research & Development,Laboratory Technician,2398.0,3.0,1.0,239.8,119.9,2517.9,62.0,119.9
1784,Sales,Sales Executive,5468.0,3.0,12.0,546.8000000000001,273.40000000000003,5741.400000000001,84.0,273.40000000000003
1786,Research & Development,Manager,13116.0,3.0,2.0,1311.6,655.8000000000001,13771.800000000001,64.0,655.8000000000001
1787,Sales,Sales Executive,4189.0,3.0,5.0,418.9,209.45,4398.45,70.0,209.45000000000002
1789,Research & Development,Research Director,19328.0,3.0,2.0,1932.8,966.4,20294.399999999998,64.0,966.4000000000001
1790,Research & Development,Healthcare Representative,8321.0,3.0,12.0,832.1,416.05,8737.050000000001,84.0,416.05
1792,Research & Development,Research Scientist,2342.0,3.0,5.0,234.2,117.1,2459.1,70.0,117.10000000000001
1794,Human Resources,Human Resources,4071.0,3.0,10.0,407.1,203.55,4274.55,80.0,203.55
1797,Sales,Sales Executive,5813.0,3.0,10.0,581.3000000000001,290.65000000000003,6103.650000000001,80.0,290.65000000000003
1798,Research & Development,Research Scientist,3143.0,3.0,10.0,314.3,157.15,3300.15,80.0,157.15
1799,Research & Development,Research Scientist,2044.0,3.0,5.0,204.4,102.2,2146.2000000000003,70.0,102.2
1800,Research & Development,Research Director,13464.0,4.0,4.0,1346.4,673.2,14137.199999999999,88.0,673.2
1801,Sales,Sales Executive,7991.0,3.0,2.0,799.1,399.55,8390.550000000001,64.0,399.55
1802,Research & Development,Laboratory Technician,3377.0,3.0,4.0,337.70000000000005,168.85000000000002,3545.85,68.0,168.85000000000002
1803,Research & Development,Healthcare Representative,5538.0,3.0,0.0,553.8000000000001,276.90000000000003,5814.900000000001,60.0,276.90000000000003
1804,Research & Development,Manufacturing Director,5762.0,3.0,7.0,576.2,288.1,6050.099999999999,74.0,288.1
1805,Human Resources,Human Resources,2592.0,3.0,11.0,259.2,129.6,2721.6,82.0,129.6
1807,Research & Development,Laboratory Technician,5346.0,3.0,7.0,534.6,267.3,5613.3,74.0,267.3
1809,Research & Development,Manufacturing Director,4213.0,3.0,10.0,421.3,210.65,4423.650000000001,80.0,210.65
1812,Sales,Sales Executive,4127.0,3.0,2.0,412.7000000000001,206.35,4333.349999999999,64.0,206.35000000000002
1813,Research & Development,Research Scientist,2438.0,3.0,3.0,243.8,121.9,2559.9,66.0,121.9
1814,Research & Development,Healthcare Representative,6870.0,3.0,3.0,687.0,343.5,7213.5,66.0,343.5
